Age,Age_Group,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating,Income_K,Loan_Amount_K,Assets_Value_K,Debt_to_Income_Bin
64,>50,Male,PhD,Single,71798.0,,7650.0,Home,Self-employed,7,Good,0.447720084329605,277488.0,3.0,Burtonshire,NC,Turkey,4.0,2,Low,71.798,7.65,277.488,0.4-0.5
67,>50,Non-binary,Master's,Divorced,43216.0,638.0,,Personal,Employed,6,Excellent,0.23087887862323,169104.0,4.0,North Justin,DC,Bahrain,2.0,0,Low,43.216,,169.104,0.2-0.3
38,31-40,Male,Bachelor's,Divorced,67367.0,651.0,5850.0,Personal,Self-employed,3,Fair,0.579280614106907,289472.0,3.0,Carterchester,GU,Japan,4.0,0,Medium,67.367,5.85,289.472,
39,31-40,Non-binary,Master's,Single,21929.0,774.0,29107.0,Auto,Self-employed,17,Excellent,0.357497400975901,72603.0,1.0,Russellchester,PA,Azerbaijan,1.0,0,Medium,21.929,29.107,72.603,0.3-0.4
39,31-40,Non-binary,Master's,Married,49292.0,,44683.0,Auto,Employed,11,Good,0.128738142235622,134491.0,2.0,South Victoria,ND,Colombia,,1,Medium,49.292,44.683,134.491,0.1-0.2
40,31-40,Male,High School,Divorced,27084.0,750.0,5357.0,Auto,Self-employed,4,Excellent,0.311581047009057,109976.0,2.0,Katiefort,NJ,Venezuela,4.0,2,Low,27.084,5.357,109.976,0.3-0.4
55,>50,Male,High School,Single,67801.0,653.0,,Auto,Self-employed,11,Poor,0.314574260435626,249807.0,3.0,West Sarah,OR,Panama,4.0,1,Low,67.801,,249.807,0.3-0.4
48,41-50,Non-binary,High School,Divorced,109012.0,610.0,,Business,Unemployed,17,Fair,0.147654197991277,116651.0,,Rachelchester,TN,Namibia,4.0,2,Low,109.012,,116.651,0.1-0.2
48,41-50,Non-binary,PhD,Widowed,106624.0,785.0,12703.0,Auto,Unemployed,10,Poor,0.160213389331746,233430.0,1.0,Johnsonhaven,NM,Spain,3.0,0,Medium,106.624,12.703,233.43,0.1-0.2
61,>50,Non-binary,PhD,Single,,771.0,35595.0,Personal,Self-employed,16,Fair,0.325213002118643,,2.0,Cameronside,NC,Guinea-Bissau,0.0,1,Medium,,35.595,,0.3-0.4
41,41-50,Non-binary,Master's,Married,66861.0,786.0,37893.0,Personal,Self-employed,9,Excellent,0.105401466248081,285876.0,2.0,New Christopher,GA,Pakistan,1.0,0,Low,66.861,37.893,285.876,0.1-0.2
57,>50,Male,Bachelor's,Married,65311.0,602.0,11262.0,Business,Unemployed,9,Fair,0.518334159847983,134811.0,2.0,North Clarence,HI,Cuba,3.0,2,High,65.311,11.262,134.811,
69,>50,Non-binary,Master's,Divorced,35615.0,663.0,37294.0,Business,Self-employed,0,Good,0.364811551127397,285105.0,0.0,Freemanland,IA,Japan,,0,Medium,35.615,37.294,285.105,0.3-0.4
37,31-40,Female,High School,Divorced,104859.0,752.0,30437.0,Home,Unemployed,7,Good,0.271788815011003,193124.0,,North Tonya,TN,India,0.0,1,Low,104.859,30.437,193.124,0.2-0.3
50,41-50,Female,PhD,Widowed,29017.0,,5566.0,Home,Self-employed,18,Fair,0.30733176987623,132754.0,,Castilloview,MN,Honduras,0.0,1,Medium,29.017,5.566,132.754,0.3-0.4
64,>50,Non-binary,High School,Widowed,47868.0,656.0,40105.0,Auto,Self-employed,18,Good,0.276976554961872,25531.0,2.0,North Danielmouth,PA,Paraguay,4.0,1,Low,47.868,40.105,25.531,0.2-0.3
55,>50,Female,PhD,Divorced,29664.0,654.0,22243.0,Business,Self-employed,9,Fair,0.416717755887143,,4.0,Ellisstad,MI,Ireland,1.0,2,Low,29.664,22.243,,0.4-0.5
41,41-50,Male,PhD,Single,88897.0,,44128.0,Auto,Unemployed,9,Poor,0.43303439585342,104805.0,0.0,Wilsonborough,IL,Netherlands Antilles,0.0,2,Medium,88.897,44.128,104.805,0.4-0.5
51,>50,Non-binary,High School,Single,38460.0,708.0,,Home,Unemployed,3,Good,0.109868584751841,82072.0,0.0,Port Andre,PW,Lao People's Democratic Republic,0.0,2,Low,38.46,,82.072,0.1-0.2
31,31-40,Non-binary,Bachelor's,Divorced,82077.0,751.0,28266.0,Auto,Employed,12,Excellent,0.325742614194551,268998.0,0.0,Lake Andrewville,NC,Cameroon,,2,Low,82.077,28.266,268.998,0.3-0.4
57,>50,Male,PhD,Divorced,77153.0,681.0,5787.0,Personal,Self-employed,9,Fair,0.369786929659164,84569.0,4.0,Schwartzfurt,NE,New Caledonia,1.0,2,Low,77.153,5.787,84.569,0.3-0.4
30,21-30,Non-binary,PhD,Married,76068.0,729.0,43772.0,Personal,Self-employed,19,Poor,0.283768749433286,63678.0,2.0,North Juanshire,UT,Chile,0.0,1,High,76.068,43.772,63.678,0.2-0.3
62,>50,Non-binary,PhD,Married,63638.0,755.0,,Personal,Unemployed,0,Fair,0.18500350858019,132038.0,3.0,New Ryan,TX,Myanmar,2.0,2,Medium,63.638,,132.038,0.1-0.2
38,31-40,Female,Master's,Widowed,30633.0,,21502.0,Auto,Unemployed,7,Good,0.324769227886777,23517.0,1.0,East Larry,ID,Indonesia,4.0,1,Medium,30.633,21.502,23.517,0.3-0.4
54,>50,Male,High School,Single,85667.0,623.0,40929.0,Home,Self-employed,4,Poor,0.479266877738715,39743.0,4.0,New Johnny,FL,Lesotho,,2,Low,85.667,40.929,39.743,0.4-0.5
59,>50,Female,Bachelor's,Single,23573.0,653.0,17090.0,Home,Unemployed,16,Good,0.255988492464373,48821.0,0.0,North Javiershire,NJ,Pakistan,1.0,2,High,23.573,17.09,48.821,0.2-0.3
55,>50,Non-binary,Bachelor's,Married,119851.0,761.0,,Auto,Unemployed,13,Excellent,0.573704658022849,72958.0,2.0,East Katrinaton,MN,Ireland,0.0,2,Low,119.851,,72.958,
31,31-40,Female,Bachelor's,Married,95204.0,686.0,8264.0,Home,Unemployed,1,Fair,0.343892591311316,110768.0,4.0,Christophershire,MN,Samoa,4.0,2,Medium,95.204,8.264,110.768,0.3-0.4
31,31-40,Female,PhD,Widowed,64112.0,728.0,25822.0,Personal,Self-employed,3,Excellent,0.579933802704669,239559.0,2.0,Kimberlyside,NE,Faroe Islands,0.0,1,Low,64.112,25.822,239.559,
31,31-40,Male,PhD,Single,36944.0,,,Home,Unemployed,5,Poor,0.308256066984278,20825.0,3.0,Tammyhaven,MT,Belarus,2.0,2,Low,36.944,,20.825,0.3-0.4
63,>50,Female,High School,Widowed,82703.0,668.0,48499.0,Personal,Self-employed,9,Fair,0.189295694939652,143543.0,,East Melissaport,CA,Tanzania,2.0,0,Medium,82.703,48.499,143.543,0.1-0.2
56,>50,Non-binary,High School,Single,36184.0,779.0,27444.0,Auto,Unemployed,1,Excellent,0.533054859712163,206862.0,0.0,Smithshire,SD,Kiribati,4.0,1,Medium,36.184,27.444,206.862,
33,31-40,Male,Master's,Widowed,42873.0,,20327.0,Auto,Unemployed,3,Good,0.337211769526013,111970.0,1.0,Jenniferland,MT,Iraq,2.0,1,Low,42.873,20.327,111.97,0.3-0.4
59,>50,Male,PhD,Widowed,23376.0,639.0,13933.0,Auto,Self-employed,16,Fair,0.49304591757563,178206.0,0.0,West Chadfurt,MD,Greenland,2.0,0,Low,23.376,13.933,178.206,0.4-0.5
23,21-30,Male,High School,Married,92868.0,726.0,21915.0,Business,Self-employed,16,Good,0.350018887886894,284315.0,,Martinchester,DC,Chad,0.0,0,Medium,92.868,21.915,284.315,0.3-0.4
27,21-30,Non-binary,PhD,Married,51090.0,628.0,,Personal,Employed,2,Poor,0.118321730329698,263448.0,2.0,West Donald,WY,France,3.0,0,Medium,51.09,,263.448,0.1-0.2
58,>50,Non-binary,Master's,Divorced,68504.0,694.0,8884.0,Business,Self-employed,16,Poor,0.408692140528719,169295.0,,Lake Amyfurt,DE,San Marino,4.0,0,Medium,68.504,8.884,169.295,0.4-0.5
35,31-40,Male,Master's,Divorced,56415.0,618.0,5228.0,Personal,Self-employed,16,Poor,0.26799602041549,104274.0,1.0,Gilbertland,OH,Maldives,2.0,1,Low,56.415,5.228,104.274,0.2-0.3
19,<20,Non-binary,Master's,Divorced,110636.0,,40713.0,Home,Employed,11,Good,0.347517572469089,98573.0,,West Carl,WI,Kiribati,,0,Medium,110.636,40.713,98.573,0.3-0.4
61,>50,Male,PhD,Widowed,,764.0,40883.0,Home,Self-employed,11,Good,0.171178688780797,83447.0,2.0,Reyesshire,ND,Saint Kitts and Nevis,3.0,1,Low,,40.883,83.447,0.1-0.2
52,>50,Female,Bachelor's,Married,79618.0,603.0,8244.0,Auto,Unemployed,5,Fair,0.339157936333296,211923.0,1.0,Quinnmouth,MD,Namibia,2.0,1,Low,79.618,8.244,211.923,0.3-0.4
41,41-50,Female,PhD,Single,85365.0,,,Auto,Unemployed,5,Poor,0.209682089915401,139493.0,2.0,South Alec,CO,Antarctica (the territory South of 60 deg S),,2,Low,85.365,,139.493,0.2-0.3
61,>50,Male,Bachelor's,Married,57096.0,742.0,8875.0,Business,Self-employed,13,Fair,0.2554669364855,,0.0,Mercadohaven,DE,Saudi Arabia,3.0,1,Low,57.096,8.875,,0.2-0.3
21,21-30,Female,Master's,Single,40836.0,625.0,45387.0,Personal,Employed,14,Good,0.144444050022238,154808.0,,Kentside,PA,South Georgia and the South Sandwich Islands,2.0,2,High,40.836,45.387,154.808,0.1-0.2
46,41-50,Non-binary,High School,Divorced,85363.0,700.0,,Personal,Unemployed,17,Fair,0.402300271228447,20125.0,1.0,New Natalie,AS,Iraq,3.0,0,Low,85.363,,20.125,0.4-0.5
37,31-40,Non-binary,PhD,Single,70511.0,,38049.0,Personal,Unemployed,17,Excellent,0.474367346433861,24219.0,4.0,Heatherport,PR,Trinidad and Tobago,2.0,0,Low,70.511,38.049,24.219,0.4-0.5
27,21-30,Non-binary,Bachelor's,Widowed,93086.0,734.0,,Business,Employed,17,Poor,0.559484159761535,267780.0,4.0,West Tracey,OR,Central African Republic,,2,Medium,93.086,,267.78,
27,21-30,Female,High School,Married,48715.0,764.0,36019.0,Personal,Unemployed,16,Fair,0.195988388791912,76111.0,2.0,Bennettland,NM,Sri Lanka,,2,Low,48.715,36.019,76.111,0.1-0.2
61,>50,Non-binary,High School,Married,33219.0,719.0,26958.0,Business,Unemployed,9,Fair,0.48015595141617,121818.0,0.0,North Dakotaberg,DE,Lesotho,4.0,1,Medium,33.219,26.958,121.818,0.4-0.5
39,31-40,Non-binary,Bachelor's,Married,,,28066.0,Personal,Self-employed,7,Fair,0.249289132155839,136778.0,,Port Nicholasberg,OR,Macao,0.0,0,Low,,28.066,136.778,0.2-0.3
20,<20,Non-binary,High School,Divorced,92949.0,658.0,24734.0,Auto,Unemployed,12,Good,0.546164381844093,292573.0,3.0,West Donna,AK,Gibraltar,0.0,2,Low,92.949,24.734,292.573,
46,41-50,Female,High School,Single,34071.0,700.0,32707.0,Home,Employed,5,Excellent,0.314978864104319,53842.0,,Petersonbury,LA,Slovenia,4.0,1,Low,34.071,32.707,53.842,0.3-0.4
64,>50,Non-binary,Bachelor's,Widowed,63152.0,649.0,36556.0,Home,Self-employed,4,Good,0.25509525580398,142627.0,2.0,South Eric,VA,Senegal,2.0,2,Low,63.152,36.556,142.627,0.2-0.3
37,31-40,Non-binary,PhD,Widowed,110627.0,,,Auto,Employed,9,Fair,0.367309958307985,51382.0,3.0,Guerrerofort,MO,Iceland,,2,Low,110.627,,51.382,0.3-0.4
30,21-30,Male,Bachelor's,Married,89694.0,,26450.0,Business,Self-employed,2,Poor,0.540758398802349,47884.0,,Port Sherriport,MH,Switzerland,1.0,1,Low,89.694,26.45,47.884,
21,21-30,Female,PhD,Married,,712.0,40784.0,Personal,Unemployed,11,Good,0.29578628752624,56647.0,2.0,West Jaime,LA,Paraguay,3.0,2,Medium,,40.784,56.647,0.2-0.3
36,31-40,Non-binary,Bachelor's,Widowed,87602.0,661.0,14810.0,Auto,Employed,14,Good,0.257396355889498,99278.0,3.0,Lake Jonathan,MO,Holy See (Vatican City State),,2,Low,87.602,14.81,99.278,0.2-0.3
34,31-40,Non-binary,High School,Widowed,,779.0,10025.0,Home,Employed,18,Poor,0.561134884463362,24549.0,0.0,Benjaminberg,NC,Paraguay,1.0,0,Low,,10.025,24.549,
36,31-40,Male,Bachelor's,Divorced,21753.0,,23321.0,Personal,Self-employed,13,Poor,0.483118651197215,117231.0,3.0,Brownton,SD,Estonia,0.0,0,Low,21.753,23.321,117.231,0.4-0.5
62,>50,Male,High School,Married,61417.0,769.0,,Business,Self-employed,14,Fair,0.327252487801806,46726.0,3.0,Rogersborough,AZ,Greenland,0.0,2,Medium,61.417,,46.726,0.3-0.4
61,>50,Male,PhD,Widowed,66025.0,721.0,25986.0,Business,Employed,10,Excellent,0.158513283756787,128601.0,2.0,Rickymouth,MO,Gambia,2.0,2,Low,66.025,25.986,128.601,0.1-0.2
64,>50,Non-binary,PhD,Divorced,23044.0,669.0,38298.0,Auto,Employed,6,Good,0.28037521273754,150426.0,3.0,Danielfort,KY,Brazil,1.0,0,High,23.044,38.298,150.426,0.2-0.3
52,>50,Male,High School,Divorced,74261.0,706.0,5090.0,Business,Employed,9,Good,0.358573004679284,,2.0,New Kevinport,PW,Antigua and Barbuda,3.0,0,Low,74.261,5.09,,0.3-0.4
59,>50,Female,High School,Widowed,37349.0,626.0,30905.0,Business,Employed,5,Excellent,0.512805879006452,254331.0,4.0,East Johnland,HI,Andorra,4.0,0,Low,37.349,30.905,254.331,
43,41-50,Male,High School,Divorced,97085.0,664.0,16427.0,Auto,Unemployed,19,Poor,0.1465157925297,186491.0,3.0,Deleonside,VT,Luxembourg,1.0,1,Low,97.085,16.427,186.491,0.1-0.2
47,41-50,Female,PhD,Single,,612.0,30371.0,Business,Unemployed,18,Good,0.478797630952568,266094.0,2.0,New Cynthiabury,WY,India,3.0,1,Medium,,30.371,266.094,0.4-0.5
28,21-30,Male,Master's,Married,90499.0,742.0,,Home,Employed,0,Poor,0.556789183543822,276877.0,,South Dennisport,NM,Uzbekistan,3.0,1,High,90.499,,276.877,
59,>50,Non-binary,PhD,Widowed,31752.0,711.0,28453.0,Auto,Employed,8,Good,0.508633303096164,107891.0,,Ramireztown,NH,Ukraine,,2,Low,31.752,28.453,107.891,
46,41-50,Male,Bachelor's,Divorced,22395.0,668.0,29683.0,Personal,Unemployed,9,Fair,0.508702055615065,274795.0,4.0,South Justin,RI,Andorra,,0,Low,22.395,29.683,274.795,
52,>50,Male,High School,Single,34732.0,740.0,19632.0,Auto,Unemployed,14,Good,0.308719263072244,259540.0,,Kevinberg,MA,Nauru,,1,Low,34.732,19.632,259.54,0.3-0.4
68,>50,Female,Master's,Divorced,75892.0,621.0,,Home,Self-employed,18,Fair,0.254154527876483,,,Lake Graceburgh,KS,Palau,3.0,1,Low,75.892,,,0.2-0.3
28,21-30,Female,Bachelor's,Married,36668.0,,,Home,Employed,7,Fair,0.512572856203904,,3.0,Millerchester,TN,Sudan,0.0,1,Low,36.668,,,
64,>50,Non-binary,High School,Divorced,85573.0,667.0,14241.0,Business,Employed,16,Fair,0.323489196666447,230858.0,0.0,East Angelaburgh,AS,British Virgin Islands,1.0,1,Medium,85.573,14.241,230.858,0.3-0.4
39,31-40,Female,High School,Married,,653.0,8953.0,Home,Employed,8,Fair,0.293564457287835,161006.0,,East Marthaside,VA,Zimbabwe,1.0,1,High,,8.953,161.006,0.2-0.3
48,41-50,Male,Master's,Widowed,114483.0,654.0,5163.0,Business,Employed,7,Poor,0.274104415193742,,1.0,West Edwinchester,CT,Sudan,4.0,2,Low,114.483,5.163,,0.2-0.3
33,31-40,Non-binary,PhD,Divorced,118538.0,699.0,16065.0,Personal,Self-employed,1,Poor,0.558777533363112,34832.0,2.0,New Jonathanhaven,NH,Myanmar,3.0,1,Medium,118.538,16.065,34.832,
31,31-40,Male,Master's,Married,,785.0,,Business,Unemployed,0,Excellent,0.466363822710847,,2.0,Porterfort,VA,Antarctica (the territory South of 60 deg S),2.0,0,Low,,,,0.4-0.5
28,21-30,Male,High School,Divorced,,686.0,43888.0,Auto,Self-employed,19,Fair,0.434111982303619,141276.0,4.0,Matthewland,MA,Germany,4.0,1,Medium,,43.888,141.276,0.4-0.5
44,41-50,Non-binary,Master's,Married,113063.0,638.0,,Business,Unemployed,9,Good,0.274268498495139,78453.0,0.0,Whiteport,MN,Zimbabwe,4.0,0,Low,113.063,,78.453,0.2-0.3
57,>50,Non-binary,Bachelor's,Single,78730.0,680.0,,Auto,Employed,14,Poor,0.502280378617524,,4.0,Olsonton,ME,Malta,,0,Low,78.73,,,
52,>50,Non-binary,Master's,Single,109577.0,607.0,35235.0,Personal,Self-employed,8,Excellent,0.557626125813453,72940.0,0.0,South Rosston,CT,Malawi,0.0,2,Medium,109.577,35.235,72.94,
30,21-30,Female,High School,Married,30110.0,738.0,20526.0,Auto,Unemployed,8,Poor,0.249116263772663,256458.0,4.0,Seanton,KY,Turkmenistan,,2,Low,30.11,20.526,256.458,0.2-0.3
54,>50,Non-binary,Bachelor's,Widowed,84746.0,676.0,12954.0,Auto,Unemployed,17,Fair,0.282527060526794,,2.0,Caitlinside,MA,Bouvet Island (Bouvetoya),,1,Medium,84.746,12.954,,0.2-0.3
65,>50,Non-binary,Bachelor's,Divorced,82104.0,701.0,16654.0,Business,Unemployed,2,Fair,0.531852503295813,284799.0,4.0,Laurastad,LA,Yemen,4.0,1,Medium,82.104,16.654,284.799,
64,>50,Male,Bachelor's,Divorced,96355.0,764.0,31279.0,Home,Employed,4,Good,0.379050843114547,226010.0,1.0,Spencerbury,FL,Latvia,3.0,1,Low,96.355,31.279,226.01,0.3-0.4
39,31-40,Non-binary,High School,Widowed,67969.0,,21988.0,Auto,Self-employed,19,Fair,0.530301489939061,,4.0,Fieldsstad,LA,Bahrain,0.0,0,Low,67.969,21.988,,
39,31-40,Male,Master's,Divorced,41649.0,708.0,39830.0,Home,Unemployed,10,Good,0.25622071151485,183171.0,0.0,West Steven,GA,Tokelau,1.0,2,High,41.649,39.83,183.171,0.2-0.3
44,41-50,Male,PhD,Married,99397.0,704.0,,Business,Unemployed,16,Excellent,0.126576081285826,51766.0,3.0,Port Stevefurt,PR,Christmas Island,3.0,1,Medium,99.397,,51.766,0.1-0.2
50,41-50,Male,PhD,Married,90640.0,704.0,16990.0,Personal,Employed,12,Poor,0.322836928362411,258480.0,4.0,Myersmouth,DE,Spain,1.0,0,Low,90.64,16.99,258.48,0.3-0.4
34,31-40,Male,Master's,Divorced,80064.0,610.0,13916.0,Personal,Employed,15,Excellent,0.515354110638478,54664.0,4.0,Justinhaven,DE,United Kingdom,0.0,0,Medium,80.064,13.916,54.664,
49,41-50,Non-binary,Bachelor's,Married,65471.0,681.0,5799.0,Business,Self-employed,10,Excellent,0.101895040219223,,,Samuelberg,UT,Cape Verde,0.0,1,Medium,65.471,5.799,,0.1-0.2
44,41-50,Female,High School,Widowed,74112.0,677.0,,Business,Self-employed,5,Fair,0.290366238292258,,1.0,Youngside,IN,Tonga,2.0,0,Low,74.112,,,0.2-0.3
30,21-30,Male,Bachelor's,Single,24158.0,622.0,10109.0,Personal,Self-employed,18,Fair,0.335642390542932,97747.0,,Burkestad,AZ,Morocco,2.0,1,Low,24.158,10.109,97.747,0.3-0.4
55,>50,Non-binary,Bachelor's,Widowed,36491.0,793.0,24032.0,Personal,Employed,0,Excellent,0.323855781613694,205327.0,,North Kelly,GA,Sweden,3.0,2,Medium,36.491,24.032,205.327,0.3-0.4
66,>50,Female,Master's,Single,22068.0,706.0,22445.0,Personal,Self-employed,2,Fair,0.325556142682688,256530.0,,South Brittanyfort,PR,Palestinian Territory,3.0,2,Medium,22.068,22.445,256.53,0.3-0.4
65,>50,Non-binary,PhD,Divorced,54515.0,730.0,45396.0,Home,Unemployed,18,Good,0.363593511704513,195559.0,2.0,Burgessberg,AZ,Swaziland,1.0,0,High,54.515,45.396,195.559,0.3-0.4
69,>50,Female,PhD,Widowed,58487.0,720.0,44491.0,Personal,Self-employed,10,Excellent,0.308022924630738,209169.0,4.0,North Stephanieville,MT,Fiji,1.0,2,Low,58.487,44.491,209.169,0.3-0.4
49,41-50,Female,High School,Widowed,111801.0,618.0,46024.0,Business,Employed,4,Fair,0.374715797923101,,2.0,New Megan,VI,Costa Rica,4.0,2,Low,111.801,46.024,,0.3-0.4
29,21-30,Non-binary,Master's,Widowed,44886.0,683.0,11203.0,Personal,Unemployed,9,Good,0.575668197590117,,0.0,East Leslie,PA,Puerto Rico,2.0,0,Low,44.886,11.203,,
40,31-40,Male,PhD,Divorced,94279.0,686.0,35574.0,Auto,Unemployed,7,Good,0.183219181469479,288771.0,3.0,South Johnport,PW,Anguilla,3.0,0,High,94.279,35.574,288.771,0.1-0.2
40,31-40,Non-binary,High School,Married,99637.0,692.0,37797.0,Personal,Employed,12,Good,0.48060534300275,,0.0,Hernandezshire,AL,Korea,2.0,1,Low,99.637,37.797,,0.4-0.5
31,31-40,Male,PhD,Widowed,83924.0,725.0,21734.0,Personal,Unemployed,0,Fair,0.394161085199945,,,New Jerrystad,GA,Sudan,3.0,2,Low,83.924,21.734,,0.3-0.4
39,31-40,Female,High School,Single,117217.0,659.0,7799.0,Auto,Employed,17,Good,0.306761207335338,86523.0,0.0,West Jeffreyfurt,CA,Zambia,2.0,1,Low,117.217,7.799,86.523,0.3-0.4
64,>50,Non-binary,High School,Divorced,49473.0,667.0,22025.0,Home,Self-employed,14,Fair,0.484992058207778,265611.0,0.0,Jacquelinehaven,MA,Ghana,,2,Low,49.473,22.025,265.611,0.4-0.5
27,21-30,Female,Bachelor's,Single,117555.0,659.0,27489.0,Home,Employed,0,Poor,0.553599355331522,186467.0,4.0,Thompsonstad,AR,Slovenia,1.0,2,Low,117.555,27.489,186.467,
34,31-40,Female,PhD,Married,59883.0,676.0,27434.0,Personal,Unemployed,10,Excellent,0.121022080931895,,4.0,Bethanystad,MI,Saudi Arabia,,1,Medium,59.883,27.434,,0.1-0.2
53,>50,Female,PhD,Divorced,31654.0,645.0,38221.0,Business,Unemployed,15,Fair,0.513850649451956,96027.0,0.0,New Meganfurt,AR,Colombia,4.0,0,Medium,31.654,38.221,96.027,
50,41-50,Non-binary,PhD,Widowed,24600.0,717.0,,Business,Employed,8,Good,0.189258148185334,80011.0,1.0,Jamesstad,AK,French Guiana,2.0,2,Low,24.6,,80.011,0.1-0.2
33,31-40,Female,Bachelor's,Divorced,55911.0,,,Home,Unemployed,14,Excellent,0.341769525548606,155382.0,3.0,East Tiffany,VA,Aruba,,1,High,55.911,,155.382,0.3-0.4
22,21-30,Female,Bachelor's,Widowed,40511.0,682.0,42844.0,Home,Unemployed,1,Good,0.14287097903563,184322.0,0.0,New Philip,WI,Mozambique,,0,Low,40.511,42.844,184.322,0.1-0.2
34,31-40,Non-binary,Master's,Single,99845.0,796.0,37891.0,Business,Unemployed,10,Poor,0.284861944669201,273085.0,0.0,South Oscar,PW,Bouvet Island (Bouvetoya),3.0,0,Low,99.845,37.891,273.085,0.2-0.3
29,21-30,Non-binary,High School,Married,66971.0,709.0,25326.0,Home,Employed,0,Poor,0.387673361202539,151112.0,4.0,New Candice,FL,Saint Vincent and the Grenadines,2.0,0,Low,66.971,25.326,151.112,0.3-0.4
26,21-30,Female,Bachelor's,Married,105694.0,685.0,18794.0,Business,Unemployed,0,Good,0.320223842900874,23653.0,3.0,Margarettown,MS,Japan,2.0,2,Medium,105.694,18.794,23.653,0.3-0.4
51,>50,Male,Bachelor's,Single,84509.0,672.0,15489.0,Personal,Employed,11,Poor,0.32047350501816,,4.0,South Joelchester,NY,Egypt,,0,Low,84.509,15.489,,0.3-0.4
30,21-30,Male,Master's,Single,,,44034.0,Auto,Self-employed,13,Excellent,0.467756654042119,92906.0,2.0,Lake Pamelahaven,NV,Russian Federation,1.0,1,Low,,44.034,92.906,0.4-0.5
43,41-50,Non-binary,High School,Widowed,110855.0,647.0,47202.0,Auto,Self-employed,9,Excellent,0.523462628629156,259672.0,2.0,East Crystalland,OR,China,3.0,1,Low,110.855,47.202,259.672,
63,>50,Female,High School,Widowed,79220.0,688.0,33483.0,Home,Employed,7,Fair,0.307981162556349,225436.0,3.0,West Antonioville,TN,Falkland Islands (Malvinas),2.0,2,Low,79.22,33.483,225.436,0.3-0.4
65,>50,Non-binary,Bachelor's,Married,82771.0,,18960.0,Auto,Employed,10,Excellent,0.275908265789379,140249.0,,North Charleschester,GU,Malawi,1.0,1,Low,82.771,18.96,140.249,0.2-0.3
19,<20,Non-binary,PhD,Married,47044.0,,34340.0,Personal,Employed,2,Poor,0.107457685771196,126231.0,3.0,Milesfort,CT,Turkey,3.0,2,Low,47.044,34.34,126.231,0.1-0.2
24,21-30,Non-binary,High School,Widowed,41663.0,655.0,,Personal,Self-employed,14,Fair,0.3304235702533,193760.0,3.0,South Gregorymouth,TN,Guadeloupe,3.0,1,High,41.663,,193.76,0.3-0.4
48,41-50,Non-binary,Bachelor's,Widowed,40514.0,,40482.0,Home,Unemployed,5,Poor,0.305157877185647,114749.0,,West Caitlynborough,MP,United Kingdom,2.0,0,Low,40.514,40.482,114.749,0.3-0.4
51,>50,Female,Bachelor's,Single,,787.0,38780.0,Personal,Unemployed,16,Good,0.261499211205456,241915.0,4.0,West Don,MI,Colombia,4.0,1,Low,,38.78,241.915,0.2-0.3
29,21-30,Female,PhD,Widowed,37184.0,707.0,13052.0,Personal,Employed,4,Fair,0.502951691440654,,2.0,Osborneview,DC,Jamaica,,0,Low,37.184,13.052,,
40,31-40,Non-binary,PhD,Single,36462.0,795.0,11803.0,Business,Self-employed,6,Excellent,0.304785790098677,275977.0,2.0,Jordanshire,NV,United Kingdom,4.0,1,Low,36.462,11.803,275.977,0.3-0.4
47,41-50,Male,Master's,Single,29442.0,790.0,47083.0,Business,Employed,14,Good,0.247050342773171,85377.0,3.0,Richchester,PW,Suriname,2.0,2,Low,29.442,47.083,85.377,0.2-0.3
54,>50,Non-binary,High School,Widowed,116666.0,667.0,14997.0,Auto,Self-employed,6,Fair,0.38808660041477,135539.0,4.0,East Jimmymouth,MN,Czech Republic,4.0,1,Low,116.666,14.997,135.539,0.3-0.4
35,31-40,Non-binary,PhD,Married,,,35530.0,Auto,Self-employed,15,Excellent,0.381307920694753,21087.0,0.0,Mccallmouth,VT,Sierra Leone,3.0,0,Low,,35.53,21.087,0.3-0.4
20,<20,Female,High School,Widowed,29635.0,715.0,23199.0,Home,Self-employed,12,Excellent,0.189328843235931,291653.0,2.0,Port Sandraport,KS,Norway,1.0,2,Medium,29.635,23.199,291.653,0.1-0.2
31,31-40,Male,Bachelor's,Single,,623.0,,Auto,Unemployed,8,Excellent,0.538921692322597,88833.0,1.0,South Morganbury,GU,Malaysia,,0,Low,,,88.833,
53,>50,Female,Bachelor's,Widowed,48432.0,724.0,25236.0,Home,Employed,19,Good,0.356013767805686,137318.0,2.0,Careystad,VI,Netherlands,0.0,2,Low,48.432,25.236,137.318,0.3-0.4
